judul,judul_id,BAB,BAB_id,Pasal,Pasal_id,Content
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 75,300292105075,"(1) Menteri menghibahkan Pas ar Rakyat yang  dibangun dengan anggaran pendapatan dan  belanja negara sebagaimana dimaksud dalam  Pasal 74 ayat (1) kepada Pemerintah Daerah paling  lambat 1 (satu) tahun setelah pembangunan  dan/atau revitalisasi selesai dilakukan.   (2) Pemeliharaan, pengelol aan, dan pemberdayaan  Pasar Rakyat yang telah dihibahkan sebagaimana  dimaksud pada ayat (1) dilakukan oleh Pemerintah  Daerah dengan menggunakan anggaran  pendapatan dan belanja daerah.   (3) Pemerintah Daerah wajib mengasuransikan Pasar  Rakyat yang telah dihi bahkan sebagaimana  dimaksud pada ayat (1)."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 76,300292105076,"(1) Implementasi manajemen pengelolaan Pasar  Rakyat yang profesional sebagaimana dimaksud  dalam       Pasal 72 ayat (2) huruf b dapat  dilakukan bekerja sama dengan swasta, badan  usaha milik negara, bada n usaha milik daerah,  badan usaha milik desa, dan/atau koperasi  dan/atau menunjuk perangkat daerah.   (2) Implementasi manajemen pengelolaan Pasar  Rakyat sebagaimana dimaksud pada ayat (1)  dilakukan melalui penerapan ketentuan SNI Pasar  Rakyat."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 77,300292105077,"Fasilitasi akses penyediaan Barang dengan mutu yang  baik dan harga yang bersaing sebagaimana dimaksud  dalam Pasal 72 ayat (2) huruf c dapat dilakukan  dengan:   a. memfasilitasi kemitraan antara pedagang dan  Produsen dan/atau Distributor;     2021, No.39  50   b. menyediakan informa si tentang sumber pasokan  Barang yang memenuhi Standar mutu Barang;  dan/atau   c. memfasilitasi pembentukan asosiasi, forum  komunikasi, koperasi, dan/atau forum lain dalam  rangka penyediaan Barang."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 78,300292105078,"Fasilitasi akses pembiayaan kepada pedagang di Pa sar  Rakyat sebagaimana dimaksud dalam Pasal 72 ayat (2)  huruf d dapat dilakukan dengan:   a. memfasilitasi sumber pembiayaan dari pinjaman  bank dan/atau lembaga keuangan bukan bank  dengan proses yang mudah dan suku bunga  terjangkau;   b. memfasilitasi sumber p embiayaan lain sesuai  dengan ketentuan peraturan perundang   undangan; dan/atau   c. meningkatkan kerja sama antara pengelola Pasar  Rakyat dan pedagang di Pasar Rakyat melalui  koperasi dan/atau asosiasi.     Paragraf 2   Pengembangan, Penataan, dan Pembinaan"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 79,300292105079,"(1) Lokasi pendirian Pasar Rakyat harus mengacu  pada:   a. rencana tata ruang wilayah kabupaten/kota;  atau  b. rencana detail tata ruang kabupaten/kota.   (2) Dalam hal Pemerintah Daerah belum memiliki  rencana tata ruang wilayah kabupaten/kota atau  rencana detail tata ruang kabupaten/kota  sebagaimana dimaksud pada ayat (1), lokasi  pendirian Pasar Rakyat mengacu pada ketentuan  peraturan perundang  undangan mengenai  2021, No.39  51   penataan ruang.   (3) Pasar Rakyat sebagaimana dimaksud pada ayat (1)  dapat berlokasi di setia p sistem jaringan jalan,  termasuk sistem jaringan jalan lokal atau jalan  lingkungan di kawasan pelayanan bagian  kabupaten/ kota, lokal, atau lingkungan  (perumahan) di dalam kabupaten/kota."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 80,300292105080,"Ketentuan mengenai pembangunan dan/atau  revitalisasi Pas ar Rakyat sebagaimana dimaksud dalam  Pasal 73 dan kriteria dan persyaratan sebagaimana  dimaksud dalam Pasal 74 ayat (2) berlaku mutatis  mutandis  untuk Pasar Rakyat yang ditata, dibangun,  dan/atau dikelola oleh swasta, badan usaha milik  negara, badan usaha milik daerah, dan/atau koperasi."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 81,300292105081,"Menteri, Pemerintah Daerah, dan masyarakat berperan  aktif dalam mempromosikan Pasar Rakyat untuk  mendorong peningkatan transaksi Perdagangan di  Pasar Rakyat."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 82,300292105082,"(1) Dalam hal Pasar Rakyat yang telah ditat a,  dibangun, dikelola, dan/atau dimiliki oleh Menteri  dan/atau Pemerintah Daerah mengalami bencana  alam, bencana nonalam, dan/atau bencana sosial,  pembangunan kembali Pasar Rakyat dilakukan  oleh Menteri dan/atau Pemerintah Daerah.   (2) Pemerintah Daerah waj ib memberikan prioritas  kepada koperasi dan UMK  M yang terdaftar  sebagai pedagang di Pasar Rakyat yang mengalami  bencana sebagaimana dimaksud pada ayat (1)  untuk memperoleh toko/kios, los,  hamparan/dasaran/ jongko, dan/atau tenda  dengan harga pemanfaatan y ang terjangkau.   2021, No.39  52 "
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 83,300292105083,"(1) Menteri menetapkan pedoman harga pemanfaatan  toko/kios, los, hamparan/dasaran/jongko,  dan/atau tenda.   (2) Pemerintah Daerah menetapkan harga  pemanfaatan toko/kios, los,  hamparan/dasaran/jongko, dan/atau tenda  berdasarkan pedo man sebagaimana dimaksud  pada ayat (1)."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 84,300292105084,"Menteri, gubernur, dan/atau bupati/wali kota secara  sendiri atau bersama  sama melakukan pembinaan  terhadap pengelola Pasar Rakyat.     Bagian Ketiga   Pusat Perbelanjaan dan Toko Swalayan     Paragraf 1   Umum"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 85,300292105085,(1) Pusat Perbelanjaan dapat berbentuk:   a. pertokoan;   b. mal; dan   c. plaza.   (2) Toko Swalayan dapat berbentuk:   a. minimarket;   b. supermarket;   c. department store;   d. hypermarket;  dan  e. Grosir/Perkulakan yang berbentuk toko  dengan sistem pelaya nan mandiri.
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 86,300292105086,"(1) Pendirian Pusat Perbelanjaan atau Toko Swalayan  harus memperhitungkan kondisi sosial ekonomi  2021, No.39  53   masyarakat, keberadaan Pasar Rakyat, dan UMK   M yang ada di zona atau area atau wilayah  setempat.   (2) Pengelola Pusat Perbelanjaan dan P elaku Usaha  Toko Swalayan harus menyediakan paling sedikit:   a. areal parkir;   b. fasilitas yang menjamin Pusat Perbelanjaan  dan Toko Swalayan bersih, sehat (higienis),  aman, dan tertib; dan   c. ruang publik yang nyaman.   (3) Pelaku Usaha dapat mendirikan mini market,  supermarket, hypermarket,  dan Grosir/Perkulakan  yang berbentuk toko dengan sistem pelayanan  mandiri yang berdiri sendiri atau terintegrasi  dengan Pusat Perbelanjaan yang telah memiliki  Perizinan Berusaha dan/atau bangunan atau  kawasan lain.   (4) Dalam hal Toko Swalayan berbentuk department  store,  pendirian department store  oleh Pelaku  Usaha yang merupakan:   a. penanam modal asing harus dilakukan  terintegrasi dengan Pusat Perbelanjaan yang  telah memiliki Perizinan Berusaha; atau   b. penanam modal dalam negeri dapat dilakukan  berdiri sendiri atau terintegrasi dengan Pusat  Perbelanjaan yang telah memiliki Perizinan  Berusaha dan/atau bangunan atau kawasan  lain.  (5) Ketentuan sebagaimana dimaksud pada ayat (1)  dan ayat (2) tidak berlaku bagi Toko Swalayan ji ka  terintegrasi dengan Pusat Perbelanjaan yang telah  memiliki Perizinan Berusaha, Pusat Niaga,  dan/atau bangunan atau kawasan lain."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 87,300292105087,"Toko Swalayan memiliki batasan luas lantai penjualan  dengan ketentuan:   2021, No.39  54   a. minimarket, sampai dengan 400 m² (empat  ratus  meter persegi);   b. supermarket, di atas 400 m² (empat ratus meter  persegi) sampai dengan 5.000 m² (lima ribu meter  persegi);   c. department store,  paling sedikit 400 m² (empat  ratus meter persegi);   d. hypermarket,  di atas 5.000 m² (lima ribu meter  persegi); dan   e. Grosir/Perkulakan yang berbentuk toko dengan  sistem pelayanan mandiri, paling sedikit 2.000 m²  (dua ribu meter persegi) dan untuk  Grosir/Perkulakan koperasi yang berbentuk toko  dengan sistem pelayanan mandiri paling sedikit  1.000 m² (seribu meter persegi)."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 88,300292105088,"Sistem penjualan dan jenis Barang dagangan yang  harus diterapkan dalam Toko Swalayan meliputi:   a. minimarket, supermarket, dan hypermarket   menjual secara eceran berbagai jenis Barang  konsumsi terutama produk makanan dan/atau  produk rumah tangga lainnya yang dapat berupa  bahan bangunan, furnitur, elektronik, dan bentuk  produk khusus lainnya;   b. department store  menjual secara eceran berbagai  jenis Barang konsumsi terutama produk sandang  dan perlengkapannya dengan penataan  berdasark an jenis kelamin dan/atau tingkat usia  Konsumen; dan   c. Grosir/Perkulakan yang berbentuk toko dengan  sistem pelayanan mandiri menjual secara partai  besar/tidak secara eceran berbagai jenis Barang  konsumsi.         2021, No.39  55   Paragraf 2   Pengembangan, Penataan, dan Pembinaan"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 89,300292105089,"(1) Lokasi pendirian Pusat Perbelanjaan dan Toko  Swalayan harus mengacu pada:   a. rencana tata ruang wilayah kabupaten/kota;  atau  b. rencana detail tata ruang kabupaten/kota.   (2) Dalam hal Pemerintah Daerah belum memiliki  rencana tata ruang wi layah kabupaten/kota atau  rencana detail tata ruang kabupaten/kota  sebagaimana dimaksud pada ayat (1), lokasi  pendirian Pusat Perbelanjaan dan Toko Swalayan  mengacu pada ketentuan peraturan perundang   undangan mengenai penataan ruang."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 90,300292105090,"Ketentuan m engenai lokasi pendirian Pusat  Perbelanjaan dan Toko Swalayan sebagaimana  dimaksud dalam Pasal 89 tidak berlaku bagi Toko  Swalayan jika terintegrasi dengan Pusat Perbelanjaan  yang telah memiliki Perizinan Berusaha, Pusat Niaga,  dan/atau bangunan atau kawas an lain."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 91,300292105091,"(1) Supermarket, hypermarket, dan department store   wajib memenuhi ketentuan jam operasional.   (2) Ketentuan lebih lanjut mengenai jam operasional  sebagaimana dimaksud pada ayat (1) diatur  dengan Peraturan Menteri."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 92,300292105092,"(1) Dalam ha l Pusat Perbelanjaan dibangun kembali  karena sebab apapun, pengelola Pusat  Perbelanjaan wajib memberikan prioritas kepada  koperasi dan  UMK  M yang terdaftar sebagai  2021, No.39  56   pedagang di Pusat Perbelanjaan untuk memiliki  atau menyewa lokasi baru dari Pusat Perbelanj aan  yang dibangun kembali dengan harga pemanfaatan  yang terjangkau.   (2) Ketentuan sebagaimana dimaksud pada ayat (1)  berlaku pula dalam hal Pasar Rakyat yang dimiliki  oleh Pelaku Usaha dibangun kembali sebagai Pusat  Perbelanjaan.     Paragraf 3   Kerja Sama Us aha, Kemitraan, dan Kepemilikan"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 93,300292105093,Pelaku Usaha Toko Swalayan yang melakukan kerja  sama pasokan Barang wajib mengikutsertakan pelaku  UMK  M.
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 94,300292105094,"(1) Kerja sama usaha pemasokan Barang antara  pemasok dengan Pelaku Usaha Toko Swalayan  dibuat d engan perjanjian tertulis dalam bahasa  Indonesia dan terhadapnya berlaku hukum  Indonesia.   (2) Dalam hal perjanjian tertulis sebagaimana  dimaksud pada ayat (1) terdapat persyaratan  Perdagangan, maka harus jelas, wajar,  berkeadilan, dan saling menguntungkan serta  disepakati kedua belah pihak tanpa tekanan.   (3) Ketentuan lebih lanjut mengenai perjanjian kerja  sama usaha pemasokan Barang yang terdapat  persyaratan Perdagangan sebagaimana dimaksud  pada ayat (2) diatur dengan Peraturan Menteri.   (4) Pelaku Usaha ya ng membuat persyaratan  Perdagangan wajib memenuhi ketentuan mengenai  persyaratan Perdagangan sebagaimana dimaksud  pada ayat (3).     2021, No.39  57 "
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 95,300292105095,"(1) Dalam pengembangan kerja sama usaha antara  pemasok UMK  M dan Pelaku Usaha Toko  Swalayan, persyaratan Perdagangan  sebagaimana  dimaksud dalam Pasal 94 dilakukan dengan  ketentuan Pelaku Usaha Toko Swalayan:   a. tidak memungut biaya administrasi  pendaftaran Barang dari pemasok UMK  M;  dan  b. membayar kepada pemasok UMK  M secara  tunai, atau dengan alasan teknis tertentu  dapat dilakukan dalam jangka waktu paling  lama 15 (lima belas) hari setelah seluruh  dokumen penagihan diterima.   (2) Pembayaran sebagaimana dimaksud pada ayat (1)  huruf b dapat dilakukan secara tidak tunai jika  berdasarkan perhitungan biaya risiko dan bunga  tidak merugikan pemasok UMK  M."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 96,300292105096,"(1) Dalam menciptakan hubungan kerja sama yang  berkeadilan dan saling menguntungkan, Menteri  dan Pemerintah Daerah dapat memfasilitasi  kepentingan pemasok dan Pelaku Usaha Toko  Swalayan dalam merundingkan perjanjian   sebagaimana dimaksud dalam Pasal 94 ayat (2).   (2) Kerja sama sebagaimana dimaksud pada ayat (1)  diawasi secara tertib dan teratur oleh lembaga  yang dibentuk dan bertugas untuk mengawasi  persaingan usaha sebagaimana diatur dalam  ketentuan peraturan perunda ng undangan.   (3) Dalam melaksanakan pengawasan sebagaimana  dimaksud pada ayat (2), lembaga yang dibentuk  dan bertugas untuk mengawasi persaingan usaha  berkoordinasi dengan instansi terkait.       2021, No.39  58 "
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 97,300292105097,"(1) Pelaku Usaha Toko Swalayan wajib menyediakan  Barang  dagangan produk dalam negeri.   (2) Dalam hal menggunakan merek Toko Swalayan  sendiri, Pelaku Usaha Toko Swalayan wajib:   a. bertanggung jawab terhadap Barang  dagangannya telah memenuhi ketentuan  peraturan perundang  undangan di bidang  kekayaan intelektual; d an  b. membina pengembangan produk dan merek  sendiri bagi Barang dagangan untuk UMK  M.  (3) Pengelola Pusat Perbelanjaan wajib menyediakan  dan/atau menawarkan:   a. ruang usaha dalam rangka kemitraan dengan  harga jual atau biaya sewa sesuai  kemampuan kepada us aha mikro dan usaha  kecil; dan/atau   b. ruang promosi dan/atau ruang usaha yang  proporsional dan strategis untuk pencitraan  dan/atau pemasaran produk dalam negeri  dengan merek dalam negeri."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 98,300292105098,"(1) Toko Swalayan dalam menjual Barang yang  menggunakan merek Toko Swalayan sendiri  sebagaimana dimaksud dalam Pasal 97 ayat (2)  mengutamakan Barang produksi UMK  M dan  Barang yang diproduksi di Indonesia.   (2) Toko Swalayan dilarang memaksa Produsen UMK   M yang akan memasarkan produksinya di dalam  Toko Swalayan u ntuk menggunakan merek milik  Toko Swalayan pada hasil produksi UMK  M yang  telah memiliki merek sendiri.   (3) Pelaku Usaha Toko Swalayan yang memasarkan  Barang hasil produksi UMK  M dengan merek Toko  Swalayan sendiri wajib mencantumkan nama  UMK  M yang memprod uksi Barang.   2021, No.39  59   (4) Pelaku Usaha Toko Swalayan wajib memenuhi  ketentuan pembatasan kepemilikan gerai Toko  Swalayan.   (5) Ketentuan lebih lanjut mengenai ketentuan  pembatasan kepemilikan gerai Toko Swalayan  sebagaimana dimaksud pada ayat (4) diatur  dengan Perat uran Menteri.     Paragraf 4   Perizinan"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 99,300292105099,"(1) Pelaku Usaha yang mengelola Pusat Perbelanjaan  dan Pelaku Usaha Toko Swalayan wajib memenuhi  Perizinan Berusaha di bidang Perdagangan sesuai  dengan ketentuan peraturan perundang  undangan  di bidang periz inan berusaha terintegrasi secara  elektronik.   (2) Pelaku Usaha yang berada di dalam Pasar Rakyat  atau Pusat Perbelanjaan wajib memenuhi Perizinan  Berusaha sesuai dengan ketentuan peraturan  perundang  undangan di bidang perizinan berusaha  terintegrasi secara  elektronik, kecuali Pelaku  Usaha dengan skala usaha mikro dan usaha kecil.     Paragraf 5   Pembinaan"
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 100,300292106000,Menteri dan/atau Pemerintah Daerah melakukan  pembinaan terhadap pengembangan dan penataan  Pusat Perbelanjaan dan Toko Swalayan.
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 101,300292106001,"(1) Menteri dan/atau Pemerintah Daerah sesuai  dengan kewenangannya menetapkan pedoman  teknis terkait dengan perizinan, jarak dan lokasi  2021, No.39  60   pendirian, kondisi sosial ekonomi masyarakat  setempat, kemitraan, dan kerja sama usaha.   (2) Pengembangan, penataan, dan pem binaan Pasar  Rakyat, Pusat Perbelanjaan, dan Toko Swalayan  harus mengacu pada pedoman teknis sebagaimana  dimaksud pada ayat (1).   (3) Ketentuan lebih lanjut mengenai pedoman teknis  sebagaimana dimaksud pada ayat (1) diatur  dengan Peraturan Menteri.   (4) Peme rintah Daerah dalam menetapkan pedoman  teknis sebagaimana dimaksud pada ayat (1)  mengikuti norma, standar, prosedur, dan kriteria  yang ditetapkan Pemerintah Pusat."
PP No 29 Tahun 2021,3002921,BAB V: SARANA  PERDAGANGAN,300292105,PASAL 102,300292106002,"(1) Menteri dalam melakukan pembinaan dapat  meminta data dan/atau informasi kepa da  pengelola Pasar Rakyat, pengelola Pusat  Perbelanjaan, dan Pelaku Usaha Toko Swalayan  secara berkala atau sewaktu  waktu jika  diperlukan.   (2) Pengelola Pasar Rakyat, pengelola Pusat  Perbelanjaan, dan Pelaku Usaha Toko Swalayan  wajib memberikan data dan/at au informasi  sebagaimana dimaksud pada ayat (1) dengan  lengkap dan akurat.     BAB VI : PELAPORAN"
PP No 29 Tahun 2021,3002921,BAB VI: PELAPORAN,300292106,PASAL 103,300292107003,"Setiap Pelaku Usaha Distribusi yang mendistribusikan  Barang wajib menyampaikan laporan Distribusi Barang  kepada Menteri.         2021, No.39  61 "
PP No 29 Tahun 2021,3002921,BAB VI: PELAPORAN,300292106,PASAL 104,300292107004,(1) Pelaku Usaha Distribusi yang mendistribusikan  Barang Kebutuhan Pokok dan Barang Penting  wajib menyampaikan laporan stok Distribusi  Barang Kebutuhan Pokok dan Barang Penting  kepada Menteri.   (2) Jenis Barang Kebutuhan Pokok dan Barang  Penting sebagaimana dimaksud pada ay at (1)  ditetapkan sesuai dengan ketentuan peraturan  perundang  undangan.   (3) Penyampaian laporan sebagaimana dimaksud pada  ayat (1) disampaikan setiap bulan paling lambat  tanggal 15 (lima belas) bulan berikutnya secara  elektronik.
PP No 29 Tahun 2021,3002921,BAB VI: PELAPORAN,300292106,PASAL 105,300292107005,(1) Pengelola Pasar Rakyat wajib menyampaikan  laporan kepada Menteri terkait:   a. omzet tahunan dari seluruh pedagang;   b. data harga bulanan Barang Kebutuhan Pokok;   c. data nama pedagang berdasarkan alamat di  pasar dan komoditi yang dijual; dan   d. data Barang kebutuhan p asokan pasar.   (2) Laporan sebagaimana dimaksud pada ayat (1)  disampaikan secara elektronik.
PP No 29 Tahun 2021,3002921,BAB VI: PELAPORAN,300292106,PASAL 106,300292107006,"Ketentuan lebih lanjut mengenai tata cara pelaporan  kegiatan usaha Perdagangan kepada Menteri  sebagaimana dimaksud dalam Pasal 103, Pasal 104,  dan Pasal  105 diatur dengan Peraturan Menteri.               2021, No.39  62   BAB VII : STANDARDISASI"
PP No 29 Tahun 2021,3002921,BAB VII: STANDARDISASI,300292107,PASAL 107,300292108007,"(1) Barang yang diperdagangkan di dalam negeri  harus memenuhi:   a. SNI yang telah diberlakukan secara wajib;  atau  b. persyaratan teknis yang telah diberlakukan  secara wajib.   (2) Pelaku Usaha dilarang memperdagangkan Barang  di dalam negeri yang tidak memenuhi SNI yang  telah diberlakukan secara wajib atau persyaratan  teknis yang telah diberlakukan secara wajib.   (3) Pemberlakuan SNI atau persyaratan teknis  sebagaimana dimaksud pada ayat (1) ditetapkan  oleh Menteri, menteri, atau kepala lembaga  pemerintah nonkementerian sesuai dengan  ketentuan peraturan perundang  undangan.   (4) Pemberlakuan SNI atau persyaratan teknis  sebagaimana dimaksud pada ayat (3) dilakukan  dengan mempertimbangkan aspe k:  a. keamanan, keselamatan, kesehatan, dan  lingkungan hidup;   b. daya saing Produsen nasional dan persaingan  usaha yang sehat;   c. kemampuan dan kesiapan dunia usaha  nasional; dan/atau   d. kesiapan infrastruktur lembaga penilaian  kesesuaian.   (5) Barang yang telah diberlakukan SNI atau  persyaratan teknis secara wajib sebagaimana  dimaksud pada     ayat (1) wajib dibubuhi tanda  SNI atau tanda kesesuaian atau dilengkapi  sertifikat kesesuaian yang diakui oleh Pemerintah  Pusat sesuai dengan ketentuan peraturan  perundang  undangan.   2021, No.39  63   (6) Barang yang diperdagangkan dan belum  diberlakukan SNI secara wajib dapat dibubuhi  tanda SNI atau tanda kesesuaian sepanjang telah  dibuktikan dengan sertifikat produk penggunaan  tanda SNI atau sertifikat kesesuaian.   (7) Pelaku Usaha yang  memperdagangkan Barang  yang telah diberlakukan SNI atau persyaratan  teknis secara wajib, tetapi tidak membubuhi tanda  SNI atau tanda kesesuaian atau tidak melengkapi  sertifikat kesesuaian sebagaimana dimaksud pada  ayat (5) dikenai sanksi administratif."
PP No 29 Tahun 2021,3002921,BAB VII: STANDARDISASI,300292107,PASAL 108,300292108008,"(1) Produsen sebelum memperdagangkan atau  Importir sebelum melaksanakan Impor Barang  yang telah diberlakukan SNI secara wajib atau  persyaratan teknis yang telah diberlakukan secara  wajib sebagaimana dimaksud dalam Pasal 107 ayat  (1) wajib:   a. mendaftarkan Barang yang diperdagangkan  kepada Menteri; dan   b. mencantumkan nomor pendaftaran pada  Barang dan/atau kemasannya.   (2) Pendaftaran dilakukan sebelum diperdagangkan  untuk Barang produksi dalam negeri atau sebelum  diimpor untuk Barang luar negeri.   (3) Pendaftaran Barang sebagaimana dimaksud pada    ayat (1) dikecualikan terhadap pangan olahan,  obat, kosmetik, dan alat kesehatan.   (4) Pendaftaran Barang sebagaimana dimaksud pada     ayat (3) dilakukan oleh kementerian/lembaga  pemerintah nonkementerian se suai dengan  ketentuan peraturan perundang  undangan.   (5) Barang yang wajib dilakukan pendaftaran  sebagaimana dimaksud pada ayat (1) huruf a  diatur lebih lanjut dengan Peraturan Menteri.     2021, No.39  64   (6) Daftar Barang yang diatur berdasarkan Peraturan  Menteri sebagaimana  dimaksud pada ayat (5)  dapat diubah berdasarkan keputusan rapat  koordinasi yang dipimpin oleh menteri yang  menyelenggarakan koordinasi, sinkronisasi, dan  pengendalian urusan kementerian dalam  penyelenggaraan pemerintahan di bidang  perekonomian, yang dihad iri menteri/kepala  lembaga pemerintah nonkementerian atau pejabat  yang ditunjuk untuk mewakili yang diberikan  kewenangan untuk dan atas nama menteri/kepala  lembaga pemerintah nonkementerian.   (7) Ketentuan, persyaratan, dan tata cara pendaftaran  sebagaimana  dimaksud pada ayat (1) dilakukan  sesuai dengan ketentuan peraturan perundang   undangan mengenai penyelenggaraan perizinan  berusaha berbasis risiko."
PP No 29 Tahun 2021,3002921,BAB VII: STANDARDISASI,300292107,PASAL 109,300292108009,"(1) Produsen atau Importir wajib mendaftarkan  Barang terkait dengan keamanan, keselamatan,  keseh atan, dan lingkungan hidup yang diproduksi  dalam negeri atau diimpor, sebelum beredar di  pasar.   (2) Penetapan jenis Barang yang terkait dengan  keamanan, keselamatan, kesehatan, dan  lingkungan hidup sebagaimana dimaksud pada  ayat (1) berdasarkan kriteria SN I atau Standar lain  yang diakui yang belum diberlakukan secara wajib.   (3) Penetapan jenis Barang sebagaimana dimaksud  pada ayat (1) meliputi:   a. Barang listrik dan elektronika; dan   b. Barang yang mengandung bahan kimia  berbahaya.   (4) Penetapan jenis Barang  listrik dan elektronika  sebagaimana dimaksud pada ayat (3) huruf a  dilakukan berdasarkan bahaya kejut listrik bagi  2021, No.39  65   Konsumen.   (5) Penetapan jenis Barang yang mengandung bahan  kimia berbahaya sebagaimana dimaksud pada ayat  (3) huruf b dilakukan berdasarkan kandungan  bahan kimia yang berbahaya bagi Konsumen.   (6) Ketentuan lebih lanjut mengenai Barang yang  wajib dilakukan pendaftaran sebagaimana  dimaksud pada ayat (1) diatur dengan Peraturan  Menteri.   (7) Daftar Barang yang diatur berdasarkan Peraturan  Menteri sebagaimana dimaksud pada ayat (6)  dapat diubah berdasarkan keputusan rapat  koordinasi yang dipimpin oleh menteri yang  menyelenggarakan koordinasi, sinkronisasi, dan  pengendalian urusan kementerian dalam  penyelenggaraan pemerintahan di bidang  perekonomian,  yang dihadiri menteri/kepala  lembaga pemerintah nonkementerian atau pejabat  yang ditunjuk untuk mewakili yang diberikan  kewenangan untuk dan atas nama menteri/kepala  lembaga pemerintah nonkementerian.   (8) Kewajiban pendaftaran Barang sebagaimana  dimaksud pada ayat (1) dikecualikan terhadap  Barang yang telah diberlakukan SNI secara wajib  dan/atau Barang yang telah diatur pendaftarannya  berdasarkan ketentuan peraturan perundang   undangan.   (9) Kewenangan pendaftaran Barang sebagaimana  dimaksud pada ayat (1) di lakukan oleh Menteri.   (10) Produsen atau Importir yang tidak memenuhi  ketentuan kewajiban pendaftaran Barang  sebagaimana dimaksud pada ayat (1) dikenai  sanksi administratif.   (11) Ketentuan, persyaratan, dan tata cara pendaftaran  sebagaimana dimaksud pada a yat (1) dilakukan  sesuai dengan ketentuan peraturan perundang   undangan mengenai penyelenggaraan perizinan  2021, No.39  66   berusaha berbasis risiko."
